spearman,top_10_recall,fold,dataset,assay,model,split
0.5835329593172687,0.0625,1,GDPa1_cross_validation,PR_CHO,ablang2_elastic_net,train
0.6145276739978505,0.2857142857142857,2,GDPa1_cross_validation,PR_CHO,ablang2_elastic_net,train
0.6932175736632792,0.35714285714285715,3,GDPa1_cross_validation,PR_CHO,ablang2_elastic_net,train
0.6820834080053906,0.25,4,GDPa1_cross_validation,PR_CHO,ablang2_elastic_net,train
0.7036425508244885,0.08974358974358974,aggregated,GDPa1_cross_validation,PR_CHO,ablang2_elastic_net,train
0.6451529930017491,0.2244047619047619,average,GDPa1_cross_validation,PR_CHO,ablang2_elastic_net,train
0.6850398900920233,0.47619047619047616,0,GDPa1_cross_validation,AC-SINS_pH7.4,ablang2_elastic_net,train
0.3349830630046153,0.21052631578947367,1,GDPa1_cross_validation,AC-SINS_pH7.4,ablang2_elastic_net,train
0.6315139330981998,0.3684210526315789,2,GDPa1_cross_validation,AC-SINS_pH7.4,ablang2_elastic_net,train
0.700002635633488,0.23529411764705882,3,GDPa1_cross_validation,AC-SINS_pH7.4,ablang2_elastic_net,train
0.7460722049039163,0.2631578947368421,4,GDPa1_cross_validation,AC-SINS_pH7.4,ablang2_elastic_net,train
0.66880506834787,0.23958333333333334,aggregated,GDPa1_cross_validation,AC-SINS_pH7.4,ablang2_elastic_net,train
0.6195223453464485,0.3107179713990859,average,GDPa1_cross_validation,AC-SINS_pH7.4,ablang2_elastic_net,train
