spearman,top_10_recall,dataset,assay,model,spearman_abs
0.3707009792405136,0.25,GDPa1,AC-SINS_pH7.4,TAP - linear regression,0.3707009792405136
0.3622075317102942,0.4166666666666667,GDPa1,HIC,TAP - linear regression,0.3622075317102942
0.2639436885988321,0.8333333333333334,GDPa1,PR_CHO,TAP - linear regression,0.2639436885988321
0.16824036053079247,0.3333333333333333,GDPa1,Titer,TAP - linear regression,0.16824036053079247
0.08449357065236333,0.6666666666666666,GDPa1,Tm2,TAP - linear regression,0.08449357065236333
